INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
192,5363,0,59,0,12,"$155,410",No,"$422,815",Yes,M,Bachelors,Manager,40,Commercial,"$33,330",7,Panel Truck,yes,"$4,765",3,No,4,10,Highly Urban/ Urban
194,5494.6976989,0,24,1,12,"$94,566",Yes,"$239,142",z_No,z_F,Masters,,34,Private,"$3,900",1,z_SUV,no,$0,0,No,2,16,Highly Urban/ Urban
196,4194,0,48,0,11,"$26,875",No,$0,z_No,M,z_High School,Clerical,18,Commercial,"$10,450",1,Pickup,no,"$3,830",1,No,8,6,Highly Urban/ Urban
197,5061,1,42,3,11,"$99,269",Yes,"$306,012",z_No,M,Bachelors,Professional,34,Commercial,"$25,910",7,Panel Truck,yes,"$45,894",2,Yes,1,10,Highly Urban/ Urban
198,5190,0,60,0,11,,No,"$290,875",z_No,M,Masters,,44,Commercial,"$22,780",4,Panel Truck,yes,"$8,400",1,No,0,22,Highly Urban/ Urban
199,3038.0248025,0,21,1,8,"$18,483",Yes,$0,z_No,z_F,z_High School,Clerical,20,Private,"$8,150",1,Sports Car,no,"$7,781",2,No,3,1,Highly Urban/ Urban
200,1030,0,50,0,9,"$58,628",No,$0,z_No,M,Masters,Lawyer,14,Private,"$12,360",1,Minivan,yes,$0,0,No,0,15,Highly Urban/ Urban
201,5109,0,59,0,11,"$8,213",No,$0,z_No,z_F,z_High School,Home Maker,61,Private,"$8,840",6,z_SUV,no,"$2,479",3,No,6,5,Highly Urban/ Urban
202,2424,0,30,3,11,"$75,891",No,"$222,952",Yes,M,Masters,,33,Commercial,"$4,500",4,Pickup,no,"$3,919",1,No,1,20,Highly Urban/ Urban
203,27495.930452,1,42,1,9,"$61,995",Yes,$0,z_No,z_F,Bachelors,Professional,52,Private,"$36,080",1,Minivan,no,$0,0,No,3,8,Highly Urban/ Urban
204,5862,1,38,2,11,"$22,938",Yes,$0,z_No,z_F,z_High School,Clerical,38,Private,"$14,170",4,z_SUV,no,"$9,785",2,No,0,1,z_Highly Rural/ Rural
205,3960,0,32,0,10,"$16,118",No,$0,z_No,z_F,<High School,z_Blue Collar,44,Private,"$6,380",1,z_SUV,no,"$7,223",1,No,4,1,Highly Urban/ Urban
206,1226,0,41,0,10,"$50,331",No,$0,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,"$18,870",4,Pickup,no,"$5,581",2,No,7,1,Highly Urban/ Urban
207,2471.2903374,2,37,2,5,,No,"$235,987",Yes,M,Bachelors,Clerical,50,Private,"$11,270",1,Minivan,yes,$0,0,No,3,1,Highly Urban/ Urban
208,3435,0,26,3,13,"$14,822",Yes,,z_No,z_F,<High School,Clerical,5,Private,"$8,830",10,Sports Car,no,"$7,486",3,No,9,1,Highly Urban/ Urban
209,2838,0,51,0,13,"$51,513",No,$0,z_No,M,Masters,Lawyer,42,Private,"$6,650",4,Minivan,no,"$33,388",2,Yes,4,17,Highly Urban/ Urban
210,4402,0,36,0,0,$0,No,"$68,436",z_No,z_F,PhD,Home Maker,62,Private,"$2,680",6,Sports Car,no,$0,0,No,0,21,Highly Urban/ Urban
211,5722,0,54,0,8,"$55,742",No,"$186,013",Yes,z_F,z_High School,z_Blue Collar,52,Commercial,"$15,810",10,z_SUV,no,"$9,718",3,Yes,2,9,Highly Urban/ Urban
214,2962.1017697,1,42,2,10,"$36,230",Yes,"$158,234",z_No,z_F,<High School,z_Blue Collar,42,Private,"$6,480",4,z_SUV,no,"$9,773",2,No,1,5,Highly Urban/ Urban
215,4405,0,32,1,14,"$42,667",Yes,,z_No,M,Bachelors,Professional,30,Commercial,"$8,130",6,Pickup,yes,"$5,398",1,No,3,1,Highly Urban/ Urban
216,5378,1,42,1,12,"$71,686",Yes,$0,z_No,z_F,Bachelors,Professional,37,Private,"$12,870",10,Sports Car,no,"$5,982",2,No,2,10,Highly Urban/ Urban
218,834.52069146,0,28,0,9,"$13,410",No,$0,Yes,M,z_High School,Student,27,Private,"$4,500",7,Pickup,no,"$5,575",2,No,2,10,Highly Urban/ Urban
219,2931,0,42,1,11,"$200,928",No,"$513,817",Yes,M,PhD,Manager,25,Commercial,"$5,600",1,Pickup,no,"$4,020",1,No,2,14,Highly Urban/ Urban
220,4578,0,30,2,11,"$13,490",No,"$95,447",Yes,M,z_High School,Student,5,Commercial,"$5,850",10,Pickup,no,"$31,401",3,Yes,1,1,Highly Urban/ Urban
221,2982,0,33,1,12,"$92,060",Yes,$0,z_No,z_F,Bachelors,Professional,24,Private,"$14,010",5,z_SUV,no,$0,0,No,0,10,Highly Urban/ Urban
222,6331.1994197,0,57,0,13,"$27,281",No,"$198,619",Yes,z_F,z_High School,Home Maker,24,Private,"$22,470",4,z_SUV,no,$0,0,Yes,1,1,Highly Urban/ Urban
224,5040,0,40,0,11,"$32,265",No,$0,z_No,z_F,z_High School,Clerical,46,Private,"$8,730",3,Minivan,no,"$3,979",1,No,7,1,Highly Urban/ Urban
225,4539,0,56,0,13,"$44,320",No,"$166,535",Yes,z_F,Bachelors,Clerical,48,Commercial,"$12,160",1,Pickup,no,"$3,211",1,No,7,15,Highly Urban/ Urban
227,2408,0,42,2,14,"$73,694",No,"$224,623",Yes,z_F,Bachelors,Professional,37,Private,"$5,730",1,z_SUV,no,$0,0,Yes,0,11,Highly Urban/ Urban
229,2233,1,41,1,11,"$182,782",Yes,$0,z_No,M,PhD,,36,Commercial,"$23,880",3,Panel Truck,no,"$5,639",2,Yes,5,14,Highly Urban/ Urban
231,4214,0,28,4,12,"$94,675",Yes,"$291,876",z_No,M,Masters,,47,Private,"$10,320",6,Pickup,no,$0,0,No,3,17,Highly Urban/ Urban
232,5834.7275625,0,57,1,0,$0,No,"$83,843",Yes,z_F,<High School,Home Maker,36,Private,"$9,180",1,z_SUV,no,"$2,933",2,No,8,1,Highly Urban/ Urban
233,1418,2,40,3,16,"$96,613",Yes,"$296,274",z_No,z_F,Bachelors,Professional,30,Private,"$24,010",1,Minivan,no,"$4,426",2,No,3,5,Highly Urban/ Urban
234,2439,0,53,0,11,"$27,045",No,"$161,922",Yes,M,Bachelors,Clerical,54,Commercial,"$6,800",6,Pickup,no,"$6,523",3,No,4,7,Highly Urban/ Urban
235,1062,0,48,0,11,"$75,984",No,$0,z_No,z_F,z_High School,z_Blue Collar,42,Commercial,"$37,310",1,Sports Car,no,"$40,386",3,Yes,1,2,Highly Urban/ Urban
236,3338,0,38,0,9,"$57,890",No,$0,z_No,z_F,Bachelors,Clerical,19,Commercial,"$25,280",1,Pickup,no,$0,0,Yes,2,13,Highly Urban/ Urban
237,4312,0,44,2,14,"$26,377",Yes,"$169,045",z_No,M,z_High School,Clerical,30,Private,"$8,540",1,Minivan,yes,"$4,236",3,No,3,1,Highly Urban/ Urban
238,2569,0,24,1,7,"$6,862",Yes,$0,z_No,z_F,Bachelors,Clerical,38,Private,"$2,190",1,z_SUV,yes,"$11,226",1,No,4,9,Highly Urban/ Urban
239,3079,0,52,0,0,,No,$0,Yes,z_F,z_High School,Student,22,Private,"$1,500",1,Sports Car,no,$0,0,No,0,7,Highly Urban/ Urban
240,10899.591092,0,57,0,12,"$210,811",No,$0,z_No,M,Masters,,7,Commercial,"$28,280",1,Panel Truck,yes,"$3,542",1,No,4,17,Highly Urban/ Urban
242,8809.4380466,2,42,3,17,"$28,916",No,"$115,937",Yes,z_F,<High School,Clerical,43,Private,"$8,300",4,Sports Car,no,$958,1,No,4,7,Highly Urban/ Urban
244,3771,1,41,2,15,"$105,563",No,"$306,854",Yes,z_F,Masters,Lawyer,23,Private,"$27,520",7,Pickup,no,"$35,585",2,Yes,0,18,Highly Urban/ Urban
245,2668,0,50,0,0,$0,No,$0,z_No,z_F,z_High School,Home Maker,37,Private,"$6,500",3,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
246,4488,0,43,1,8,"$23,921",Yes,$0,z_No,z_F,z_High School,Clerical,25,Private,"$14,070",21,Sports Car,no,"$3,805",1,No,2,1,Highly Urban/ Urban
247,6868,0,33,1,,"$112,943",No,"$307,155",Yes,z_F,PhD,Lawyer,29,Private,"$16,090",2,Sports Car,no,$0,0,No,0,19,Highly Urban/ Urban
248,5811,1,45,1,10,"$36,365",Yes,$0,z_No,M,z_High School,Clerical,48,Private,"$20,010",4,Minivan,no,$0,0,No,3,8,Highly Urban/ Urban
250,6755,0,35,2,10,"$99,325",Yes,"$253,542",z_No,z_F,Bachelors,z_Blue Collar,40,Commercial,"$20,870",9,z_SUV,no,"$1,994",2,No,3,15,Highly Urban/ Urban
251,5455,0,43,0,9,"$215,536",No,"$525,566",Yes,M,PhD,,38,Commercial,"$36,390",6,Panel Truck,yes,$0,0,No,1,13,Highly Urban/ Urban
252,6849,0,50,0,9,"$180,783",No,"$486,015",Yes,z_F,PhD,,42,Commercial,"$36,690",1,Van,no,$0,0,No,1,16,Highly Urban/ Urban
253,1909,0,38,0,11,"$71,263",No,"$193,720",Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,"$14,980",9,z_SUV,no,"$29,447",1,Yes,0,9,Highly Urban/ Urban
254,20539.981301,0,33,2,14,"$58,973",No,"$197,613",Yes,M,z_High School,z_Blue Collar,26,Commercial,"$10,580",1,Pickup,yes,$0,0,No,1,1,Highly Urban/ Urban
255,7443,1,36,1,11,"$109,631",No,"$277,683",Yes,z_F,Bachelors,z_Blue Collar,15,Commercial,"$29,960",10,Minivan,no,$0,0,No,0,12,Highly Urban/ Urban
256,962,0,35,2,13,"$8,746",No,"$127,941",Yes,z_F,z_High School,z_Blue Collar,50,Commercial,"$5,370",1,z_SUV,no,$0,0,No,6,1,Highly Urban/ Urban
257,4439,0,49,0,0,$0,No,$0,z_No,z_F,Bachelors,Home Maker,52,Private,"$6,400",3,z_SUV,no,$0,0,No,5,9,Highly Urban/ Urban
258,2203,0,55,0,13,"$74,385",No,,z_No,z_F,Bachelors,Professional,61,Private,"$12,520",9,z_SUV,no,"$8,533",1,Yes,7,12,z_Highly Rural/ Rural
259,6255,1,39,1,12,,Yes,$0,z_No,M,<High School,Clerical,40,Commercial,"$5,400",6,Pickup,yes,$0,0,No,4,1,Highly Urban/ Urban
260,2303,0,40,1,13,"$37,958",Yes,$0,z_No,M,Bachelors,Clerical,45,Private,"$13,890",4,Minivan,no,"$15,849",1,Yes,0,10,Highly Urban/ Urban
261,5181,0,33,1,11,"$13,812",No,,Yes,z_F,z_High School,Student,49,Private,"$4,800",1,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
262,2553,0,41,0,9,"$18,939",No,$0,z_No,M,<High School,z_Blue Collar,50,Private,"$5,600",1,Minivan,no,"$41,669",3,Yes,1,1,Highly Urban/ Urban
263,22180.367023,0,38,0,11,"$48,207",No,"$179,539",z_No,z_F,z_High School,Clerical,38,Private,"$10,120",3,z_SUV,no,"$1,842",3,No,4,8,Highly Urban/ Urban
264,2398,0,32,2,0,$0,Yes,$0,z_No,z_F,z_High School,Home Maker,28,Private,"$10,120",1,z_SUV,no,"$3,928",2,No,1,8,Highly Urban/ Urban
265,5600,0,48,0,12,"$30,377",No,"$137,865",Yes,z_F,z_High School,z_Blue Collar,29,Commercial,"$6,300",1,z_SUV,no,$0,0,Yes,0,12,Highly Urban/ Urban
266,3282,0,30,2,12,"$106,722",Yes,$0,z_No,z_F,Bachelors,Manager,43,Private,"$26,520",7,Sports Car,no,$0,0,No,0,13,Highly Urban/ Urban
267,3337,2,43,3,14,"$12,284",No,"$100,519",Yes,z_F,z_High School,Clerical,43,Private,"$26,710",17,Pickup,no,$0,0,No,0,7,Highly Urban/ Urban
268,20432.923329,2,42,2,8,"$57,379",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,"$9,420",6,Sports Car,no,"$5,858",2,No,2,1,Highly Urban/ Urban
269,6075,0,41,2,13,,Yes,$0,z_No,z_F,z_High School,Clerical,35,Private,"$11,830",4,z_SUV,no,"$7,645",2,No,1,1,Highly Urban/ Urban
270,3753,1,42,2,9,"$44,661",No,,Yes,z_F,Masters,Lawyer,51,Private,"$25,750",1,z_SUV,no,"$7,637",2,No,3,9,Highly Urban/ Urban
271,2804,0,23,3,10,"$27,239",Yes,$0,z_No,M,z_High School,Clerical,53,Private,"$6,520",3,Pickup,yes,$0,0,No,5,1,Highly Urban/ Urban
272,2088,1,42,3,13,"$42,891",No,"$197,173",Yes,z_F,z_High School,Clerical,26,Private,"$22,150",15,z_SUV,no,"$3,790",2,No,0,6,Highly Urban/ Urban
273,2479,0,43,0,12,"$66,101",No,"$247,991",Yes,z_F,Masters,Lawyer,42,Private,"$12,410",1,z_SUV,no,$0,0,No,0,14,Highly Urban/ Urban
274,4544,0,26,3,11,"$28,726",No,"$119,210",Yes,M,z_High School,Clerical,40,Private,"$17,370",1,Van,no,"$7,081",3,No,0,9,z_Highly Rural/ Rural
275,9863.1591459,0,30,0,11,"$112,687",No,"$292,964",z_No,M,z_High School,Manager,24,Private,"$12,770",1,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
276,3971,1,52,1,12,"$50,726",Yes,"$220,288",z_No,M,Bachelors,Manager,12,Private,"$1,500",7,Minivan,no,$0,0,No,0,10,Highly Urban/ Urban
277,2160,0,56,0,14,"$63,535",No,$0,z_No,z_F,z_High School,z_Blue Collar,51,Commercial,"$13,450",11,Sports Car,no,"$30,094",4,Yes,1,4,Highly Urban/ Urban
278,1644.6945411,0,57,0,10,"$216,985",No,$0,z_No,z_F,PhD,,40,Commercial,"$20,590",1,Pickup,no,$0,0,No,5,13,Highly Urban/ Urban
279,6418,0,58,0,13,"$103,555",No,"$322,978",z_No,z_F,Masters,Lawyer,49,Private,"$30,580",1,Sports Car,no,$0,0,No,0,17,z_Highly Rural/ Rural
280,1185.4104036,0,39,0,13,,No,"$90,212",Yes,M,z_High School,Clerical,7,Commercial,"$5,480",1,Pickup,yes,"$2,904",2,No,1,1,Highly Urban/ Urban
282,3920,0,31,2,7,"$35,053",Yes,"$125,625",z_No,M,z_High School,z_Blue Collar,28,Commercial,"$12,860",10,Minivan,yes,$0,0,Yes,1,1,Highly Urban/ Urban
283,4025,0,51,0,0,$0,No,"$100,658",Yes,z_F,z_High School,Home Maker,30,Private,"$11,750",7,Sports Car,no,$0,0,No,3,,Highly Urban/ Urban
284,5102.7434668,0,47,0,5,"$68,602",No,$0,z_No,M,<High School,z_Blue Collar,36,Commercial,"$6,200",1,Pickup,yes,"$9,136",4,No,2,4,Highly Urban/ Urban
285,7836,0,51,0,0,$0,No,"$87,503",Yes,M,z_High School,Student,16,Commercial,"$6,720",1,Pickup,no,"$3,029",2,No,0,,Highly Urban/ Urban
286,6879,0,40,3,16,"$52,475",Yes,$0,z_No,z_F,Masters,Lawyer,9,Private,"$10,750",1,z_SUV,no,$0,0,No,3,16,Highly Urban/ Urban
287,3288,0,62,0,16,"$103,109",No,"$344,523",Yes,M,Masters,Lawyer,41,Private,"$11,810",1,z_SUV,yes,$0,0,No,0,15,Highly Urban/ Urban
289,4021,0,35,1,12,"$8,276",No,$0,Yes,z_F,z_High School,Student,13,Commercial,"$2,330",10,Sports Car,no,$0,0,No,4,7,Highly Urban/ Urban
290,2327,0,42,0,10,"$58,453",No,"$202,236",z_No,z_F,Bachelors,z_Blue Collar,29,Commercial,"$9,480",4,Sports Car,no,$0,0,No,1,,Highly Urban/ Urban
291,29865.051879,1,41,4,8,"$175,783",Yes,$0,z_No,z_F,PhD,,46,Commercial,"$21,520",11,Pickup,no,"$4,082",2,No,4,17,Highly Urban/ Urban
292,3755,0,30,1,0,$0,No,$0,Yes,M,z_High School,Student,21,Private,"$4,500",1,Pickup,no,$754,1,No,0,7,Highly Urban/ Urban
293,3429,0,32,3,14,,No,"$128,776",Yes,z_F,<High School,z_Blue Collar,34,Private,"$6,890",1,Sports Car,no,"$36,000",4,Yes,1,,Highly Urban/ Urban
296,5297,0,35,2,0,$0,No,"$59,496",Yes,z_F,Bachelors,Home Maker,21,Private,"$5,000",6,Sports Car,no,"$4,477",1,No,0,13,Highly Urban/ Urban
297,4699,0,29,3,0,$0,Yes,$0,z_No,z_F,z_High School,Student,12,Commercial,"$6,720",1,Sports Car,no,"$52,445",3,Yes,5,6,Highly Urban/ Urban
298,6606,0,49,0,12,"$24,513",No,"$148,422",Yes,M,<High School,z_Blue Collar,27,Private,"$8,850",1,Minivan,yes,"$1,263",1,No,1,1,Highly Urban/ Urban
299,4799,1,56,2,0,$0,Yes,$0,z_No,z_F,<High School,Student,35,Private,"$23,630",1,Minivan,no,"$10,612",3,No,2,8,Highly Urban/ Urban
301,3244,1,42,1,,"$49,120",Yes,"$197,752",z_No,z_F,Bachelors,Manager,37,Private,"$10,440",1,z_SUV,no,$0,0,No,0,9,Highly Urban/ Urban
304,6250,0,37,0,10,"$55,242",No,"$183,992",z_No,M,z_High School,z_Blue Collar,30,Commercial,"$8,700",6,Pickup,no,"$33,030",2,Yes,0,1,Highly Urban/ Urban
305,3408,0,53,0,13,"$80,023",No,"$246,532",Yes,z_F,Bachelors,z_Blue Collar,58,Commercial,"$20,990",4,Sports Car,no,"$29,379",2,Yes,5,9,Highly Urban/ Urban
306,13041.584299,1,45,2,14,"$28,731",Yes,$0,z_No,M,z_High School,z_Blue Collar,57,Commercial,"$6,000",1,Minivan,yes,$0,0,No,0,1,Highly Urban/ Urban
307,4814,2,56,2,17,"$28,088",Yes,"$154,530",z_No,M,Bachelors,Clerical,46,Private,"$9,910",1,Minivan,yes,"$1,157",1,No,3,1,Highly Urban/ Urban
309,4191,0,40,0,11,"$49,978",No,"$240,143",Yes,M,Masters,,40,Commercial,"$21,160",3,Van,yes,$0,0,No,2,15,Highly Urban/ Urban
310,4815,2,59,2,16,"$109,210",No,"$324,059",Yes,z_F,Masters,Manager,32,Commercial,"$21,880",6,Pickup,no,"$6,120",2,No,6,18,Highly Urban/ Urban
311,5501,0,59,0,11,"$38,141",No,$0,z_No,M,z_High School,z_Blue Collar,43,Commercial,"$15,080",6,Minivan,no,"$9,575",1,No,5,6,Highly Urban/ Urban
312,3048,0,61,0,10,"$9,902",No,"$103,647",z_No,z_F,PhD,Home Maker,31,Private,"$8,590",6,Sports Car,no,"$3,175",2,No,4,10,Highly Urban/ Urban
313,1502,0,29,2,14,"$45,299",No,"$148,600",Yes,z_F,z_High School,z_Blue Collar,11,Commercial,"$8,930",7,z_SUV,no,"$5,289",1,No,4,1,Highly Urban/ Urban
314,6452,0,48,0,9,"$49,251",No,"$180,173",Yes,z_F,z_High School,z_Blue Collar,9,Commercial,"$11,230",7,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
315,2777,0,32,3,16,"$28,430",Yes,$0,z_No,z_F,z_High School,Clerical,52,Private,"$4,340",4,z_SUV,no,"$39,168",2,Yes,4,1,Highly Urban/ Urban
316,4678,0,39,0,10,"$31,131",No,$0,z_No,M,z_High School,Clerical,30,Private,"$8,510",6,Minivan,yes,"$37,066",2,Yes,5,13,Highly Urban/ Urban
317,4621,0,35,2,9,"$98,918",Yes,$0,z_No,M,Bachelors,Professional,27,Commercial,"$23,740",12,Panel Truck,yes,$0,0,No,1,9,Highly Urban/ Urban
318,149.5119024,0,37,4,0,,No,"$55,527",Yes,z_F,z_High School,Home Maker,5,Private,"$5,700",1,Sports Car,no,"$4,865",1,No,6,7,Highly Urban/ Urban
321,4034,0,46,0,10,"$88,632",No,"$258,636",Yes,z_F,z_High School,z_Blue Collar,34,Commercial,"$15,670",3,Sports Car,no,"$7,864",3,No,2,9,Highly Urban/ Urban
322,1133,0,49,0,14,"$45,689",No,"$250,792",Yes,M,<High School,z_Blue Collar,42,Private,"$10,970",4,Pickup,yes,$0,0,No,0,1,Highly Urban/ Urban
323,34748.09294,0,45,0,,"$55,848",No,"$216,312",Yes,M,Bachelors,Clerical,51,Commercial,"$11,580",6,Pickup,yes,$0,0,No,1,7,Highly Urban/ Urban
325,3411,0,44,0,12,"$46,781",No,$0,z_No,z_F,Bachelors,Professional,29,Private,"$17,960",11,z_SUV,no,"$6,545",1,No,5,15,Highly Urban/ Urban
326,4209,1,54,1,0,$0,No,$0,Yes,z_F,Bachelors,Student,37,Private,"$10,600",1,Sports Car,no,"$5,493",3,No,1,8,Highly Urban/ Urban
327,6027,0,29,1,11,"$101,767",No,"$284,160",Yes,z_F,z_High School,z_Blue Collar,48,Commercial,"$14,580",6,z_SUV,no,"$25,433",3,Yes,1,9,Highly Urban/ Urban
328,3295.4998125,0,58,0,12,"$61,265",No,"$208,445",Yes,z_F,Masters,Lawyer,49,Private,"$3,230",10,z_SUV,no,$0,0,No,2,9,Highly Urban/ Urban
329,4933,0,41,3,15,,No,"$177,209",Yes,z_F,z_High School,Professional,38,Private,"$19,580",3,Minivan,no,$0,0,No,3,6,Highly Urban/ Urban
330,3668,0,33,5,16,"$28,395",No,"$137,268",Yes,M,z_High School,Clerical,65,Commercial,"$23,450",7,Panel Truck,yes,"$20,060",1,Yes,2,1,Highly Urban/ Urban
332,1029,1,39,1,12,"$69,464",No,"$199,330",Yes,M,Masters,Manager,18,Commercial,"$5,400",1,Pickup,yes,"$7,940",3,No,4,15,Highly Urban/ Urban
333,5142,0,42,2,14,"$20,586",No,"$142,997",Yes,z_F,<High School,Clerical,47,Private,"$7,760",4,z_SUV,no,$0,0,No,0,1,z_Highly Rural/ Rural
334,648,0,44,0,10,"$53,660",No,"$232,498",Yes,z_F,Bachelors,Professional,5,Commercial,"$34,260",1,Van,no,"$3,783",4,No,4,,Highly Urban/ Urban
335,4754,0,39,0,14,"$28,830",No,$0,z_No,M,<High School,Clerical,50,Commercial,"$18,930",1,Van,yes,$0,0,Yes,5,1,Highly Urban/ Urban
336,24720.047723,0,61,0,10,"$46,161",No,"$197,331",Yes,M,Bachelors,z_Blue Collar,24,Private,"$12,220",1,Sports Car,yes,"$25,313",3,Yes,3,,Highly Urban/ Urban
337,540,0,23,5,14,"$11,666",No,"$109,363",Yes,z_F,<High School,Clerical,26,Private,"$5,080",6,Sports Car,no,$0,0,No,4,1,Highly Urban/ Urban
338,54928.33897,0,52,0,9,"$140,534",No,"$387,349",z_No,M,Masters,Professional,66,Commercial,"$21,620",6,Van,yes,$0,0,No,0,7,Highly Urban/ Urban
339,4123,0,31,4,14,"$48,317",No,"$133,939",Yes,z_F,z_High School,Clerical,15,Private,"$1,500",1,Sports Car,no,"$26,686",1,Yes,1,1,Highly Urban/ Urban
340,4809,0,40,0,0,$0,No,$0,z_No,z_F,<High School,Home Maker,56,Private,"$5,260",1,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
341,4610,0,58,0,12,"$71,101",No,"$266,848",Yes,M,<High School,z_Blue Collar,40,Private,"$14,160",1,Minivan,yes,"$43,052",2,Yes,6,5,z_Highly Rural/ Rural
342,3463,0,30,2,14,,Yes,$0,z_No,M,Masters,,52,Commercial,"$19,340",6,Van,yes,"$32,990",2,Yes,0,17,Highly Urban/ Urban
344,1166,0,37,0,8,"$95,502",No,$0,z_No,z_F,Bachelors,Professional,37,Private,"$37,180",1,Sports Car,no,"$1,681",1,No,0,11,Highly Urban/ Urban
345,5520,0,29,2,12,"$54,310",Yes,"$174,139",z_No,M,<High School,Clerical,39,Private,"$1,500",4,Minivan,no,"$5,419",1,No,5,6,Highly Urban/ Urban
346,7463,0,51,0,10,"$81,246",No,"$231,151",Yes,z_F,Bachelors,Manager,38,Private,"$11,160",13,Sports Car,no,$0,0,No,0,,Highly Urban/ Urban
349,4155,0,37,2,13,"$4,319",No,$0,Yes,M,z_High School,Student,36,Private,"$9,960",6,Minivan,no,$0,0,No,3,1,Highly Urban/ Urban
351,4209.4716289,0,39,0,13,"$22,348",No,$0,z_No,z_F,z_High School,Clerical,26,Private,"$13,150",1,z_SUV,no,"$5,484",1,No,0,1,Highly Urban/ Urban
352,3626,0,58,0,16,"$6,657",No,$0,Yes,M,<High School,Student,23,Commercial,"$4,790",1,Pickup,no,"$37,285",3,Yes,4,7,Highly Urban/ Urban
353,3332.2378543,0,35,1,13,"$72,167",Yes,$0,z_No,M,PhD,Doctor,31,Private,"$19,700",5,Van,yes,"$7,276",2,No,7,13,Highly Urban/ Urban
354,3760,0,26,1,9,"$73,655",Yes,$0,z_No,z_F,Bachelors,Professional,44,Commercial,"$9,150",13,z_SUV,no,"$7,303",2,No,5,7,Highly Urban/ Urban
355,2856,0,38,2,14,"$58,833",No,"$193,644",Yes,M,Bachelors,z_Blue Collar,41,Commercial,"$20,750",1,Minivan,yes,"$8,403",1,No,6,10,Highly Urban/ Urban
356,5458,2,45,3,17,,Yes,$0,z_No,z_F,Masters,Lawyer,64,Private,"$19,550",10,z_SUV,no,$0,0,No,5,14,Highly Urban/ Urban
359,7692,2,38,3,11,"$145,073",No,"$406,547",Yes,M,PhD,,15,Commercial,"$19,810",6,Van,yes,$0,0,No,0,12,Highly Urban/ Urban
361,2193,1,40,2,12,"$4,344",No,"$69,014",Yes,z_F,<High School,Home Maker,38,Private,"$22,010",1,Pickup,no,"$3,226",2,No,5,,Highly Urban/ Urban
362,1748.7416314,0,22,0,10,"$5,442",No,$0,Yes,M,Bachelors,Student,46,Commercial,"$3,800",1,Minivan,yes,"$30,922",2,Yes,6,1,Highly Urban/ Urban
363,4617,0,38,2,10,"$53,532",Yes,$0,z_No,z_F,<High School,z_Blue Collar,53,Private,"$10,650",1,Sports Car,no,"$6,697",3,No,4,4,Highly Urban/ Urban
364,22243.714846,0,42,0,6,"$82,608",No,$0,z_No,M,Bachelors,z_Blue Collar,41,Commercial,"$20,730",6,Van,yes,$0,0,No,2,1,Highly Urban/ Urban
365,33590.508573,0,49,0,11,"$13,148",No,"$159,195",z_No,M,<High School,z_Blue Collar,71,Private,"$12,540",6,Minivan,yes,$0,0,No,5,8,Highly Urban/ Urban
369,1758,0,65,0,0,$0,No,"$94,474",Yes,z_F,z_High School,Home Maker,24,Private,"$8,000",1,Sports Car,no,"$37,129",2,Yes,0,6,Highly Urban/ Urban
370,4289,0,47,0,10,"$57,607",No,$0,z_No,M,<High School,z_Blue Collar,24,Commercial,"$12,970",10,Minivan,yes,"$8,917",1,Yes,5,1,z_Highly Rural/ Rural
371,5884,0,34,0,9,"$31,052",No,"$116,137",Yes,z_F,z_High School,Clerical,63,Private,"$13,700",5,z_SUV,no,$0,0,No,2,7,Highly Urban/ Urban
372,1669,0,51,0,11,"$65,979",No,"$164,614",Yes,M,z_High School,Manager,35,Private,"$19,990",4,Van,yes,$0,0,No,0,1,Highly Urban/ Urban
373,2034,0,36,2,12,"$39,400",No,"$152,463",Yes,z_F,z_High School,Clerical,54,Private,"$5,100",1,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
374,2753,1,37,2,0,$0,No,"$80,883",Yes,z_F,Bachelors,Home Maker,26,Private,"$7,070",1,Sports Car,no,$982,3,No,1,6,Highly Urban/ Urban
375,4868,0,47,0,0,$0,No,"$121,454",Yes,z_F,Masters,Home Maker,23,Commercial,"$23,060",17,Pickup,no,"$8,752",3,No,0,18,Highly Urban/ Urban
377,4451,0,37,0,12,"$102,604",No,"$276,929",Yes,M,Bachelors,Professional,38,Commercial,"$21,620",7,Van,no,"$5,222",1,No,2,1,Highly Urban/ Urban
378,4699,0,65,0,15,"$22,481",No,"$127,617",Yes,z_F,z_High School,Clerical,14,Private,"$11,340",9,Sports Car,no,"$33,075",1,Yes,0,1,Highly Urban/ Urban
