INDEX,TARGET_FLAG,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
430,0,6700,58741,68225,DebtCon,ProfExe,9,0,3,173.5744163,1,31,23.587013228
431,1,6700,27510,42495,DebtCon,Other,2,0,2,171.52648922,3,27,41.428597508
432,1,6700,,81239,HomeImp,Other,19,,,,,,40.894931701
433,0,6700,69773,83014,HomeImp,Other,0,1,0,263.17343429,0,5,37.70699649
434,0,6700,51855,58084,HomeImp,Office,21,0,0,193.75474567,0,19,19.549571698
435,0,6700,48430,64358,HomeImp,Other,0,1,,108.35174747,,13,38.894194746
437,0,6700,66587,70710,DebtCon,ProfExe,9,1,0,43.923382631,1,24,39.738576265
438,1,6700,,20631,HomeImp,Mgr,4,0,0,174.72183413,1,8,62.246451123
441,0,6800,136951,160306,HomeImp,ProfExe,11,0,0,219.7356734,1,18,20.885093499
442,0,6800,138691,160063,HomeImp,ProfExe,12,0,0,208.42084303,0,19,19.33336736
443,0,6800,49809,65074,DebtCon,Mgr,7,,4,116.6327333,3,10,39.215028911
445,0,6800,139578,154602,HomeImp,ProfExe,12,0,0,201.96083432,0,18,22.325828788
446,0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.30323511,0,22,27.118653527
447,0,6800,76074,88178,HomeImp,Other,22,0,0,341.46505556,0,46,27.523246143
448,1,6800,31000,42000,DebtCon,Mgr,3.5,1,0,106.26666667,2,26,
450,0,6800,56155,57912,HomeImp,Office,21,0,0,206.30632134,0,20,21.798513082
451,1,6800,,27410,HomeImp,Mgr,6,1,0,2.0333333333,1,5,
452,0,6800,178559,247611,DebtCon,Sales,,0,0,127.23414105,0,22,42.083901678
453,0,6800,,72310,HomeImp,Office,1,0,0,48.818836477,0,3,40.787393229
454,0,6800,71666,99913,HomeImp,Other,0,0,1,196.46499893,0,31,35.761604731
455,0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.70048215,0,23,39.107501643
456,0,6900,75880,113612,DebtCon,Office,1,0,0,230.80558812,1,38,17.965883444
458,0,6900,53776,51952,HomeImp,Other,5,0,0,87.900118337,0,17,22.286997477
459,1,6900,53328,58088,DebtCon,Sales,2,0,0,101.5319079,0,21,35.764058362
460,1,6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
461,1,6900,57257,63752,DebtCon,Other,10,2,0,138.23477796,0,22,38.372460882
462,1,6900,37055,83000,HomeImp,Sales,1,0,0,122.26666667,2,43,
463,0,6900,97662,110046,HomeImp,Office,24,0,0,111.12339734,0,11,37.253150854
464,0,6900,49000,68280,DebtCon,Other,1,0,0,61.9,8,22,
465,0,6900,,57067,,,,,,,,,14.370985949
466,0,6900,50387,68443,DebtCon,Mgr,7,,3,105.82732904,2,10,40.717668846
467,0,6900,49932,66042,HomeImp,Office,20,0,0,204.48458275,0,19,21.855494126
468,0,6900,51384,84689,DebtCon,,4,0,0,224.2470369,3,29,30.526150723
469,0,6900,,36191,HomeImp,Other,,,,311.86989931,,12,30.790620774
470,0,7000,98779,124827,HomeImp,Other,9,,,421.541928,1,49,40.828872934
471,0,7000,73873,111781,DebtCon,Office,0,0,0,231.79991346,0,38,19.273579455
472,0,7000,74795,99149,HomeImp,Other,1,0,1,175.57144277,0,32,34.449664673
473,0,7000,,47462,HomeImp,Other,,,,102.6573271,,9,36.094071425
474,0,7000,78284,98214,HomeImp,Other,0,0,1,171.83838617,0,31,36.247963031
477,0,7000,52287,87972,HomeImp,ProfExe,7,0,0,211.28441317,1,24,33.461402248
478,0,7000,58339,72432,HomeImp,Mgr,10,,1,197.33839792,0,24,39.843087337
482,1,7000,27290,63500,HomeImp,Office,6,,,,,,
483,1,7000,18000,46520,HomeImp,Office,17,0,1,183.1,0,23,
484,1,7000,66000,86300,DebtCon,Other,3,1,1,242.43333333,0,8,
485,1,7000,46000,66660,DebtCon,Office,1,0,1,138.23333333,0,9,
486,0,7000,120000,175450,DebtCon,Other,8,0,0,219.16666667,1,20,
487,0,7000,58843,75300,HomeImp,Other,1.5,0,0,103.66666667,0,7,
488,0,7000,7000,31200,DebtCon,Other,5,0,0,265.06666667,0,12,
489,0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,
490,0,7000,5768,26600,,,,,,,,,
491,0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,
492,0,7000,55000,63000,HomeImp,Other,5,0,0,84.733333333,3,20,
493,0,7000,46225,59000,DebtCon,Other,16,0,4,219.13333333,0,37,
495,1,7000,83000,97635,HomeImp,Other,5.6,3,0,141,0,10,
496,1,7000,138841,160000,DebtCon,Mgr,11,8,0,86.2,2,36,
497,1,7000,38800,53500,HomeImp,ProfExe,15,0,0,96.366666667,0,18,
498,1,7000,25000,49840,DebtCon,Office,0.6,0,0,139,0,13,
500,1,7000,74500,81600,HomeImp,ProfExe,2,2,0,340.9,0,29,
502,0,7000,64255,68389,HomeImp,Other,4,0,0,80.152430908,2,19,40.561860543
504,0,7000,129959,161301,HomeImp,ProfExe,11,0,0,209.98629953,0,18,21.917952264
505,0,7000,58114,93391,HomeImp,ProfExe,6,0,0,200.07775507,1,24,31.736511786
507,1,7100,39000,55000,,Other,12,0,1,192.76666667,2,31,
508,1,7100,54000,74800,DebtCon,Mgr,7.5,1,1,71,4,18,
509,0,7100,,74753,HomeImp,Office,2,0,0,48.854644654,0,4,41.302546904
510,0,7100,98490,114457,HomeImp,Office,23,0,0,116.10008714,0,11,35.601894251
511,0,7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,
512,0,7100,,40185,HomeImp,Other,3,0,0,272.9226847,1,25,41.916899529
513,0,7100,25896,33580,DebtCon,Other,1,0,0,29.856365166,9,7,28.271474159
514,0,7100,120176,180104,DebtCon,Other,8,0,0,221.60732419,0,18,32.674358967
515,0,7100,58639,72412,DebtCon,ProfExe,14,0,0,120.03346455,0,20,43.678746661
516,0,7100,57863,70969,DebtCon,Other,0,0,0,65.872044812,7,21,26.829490191
517,0,7100,64850,76985,HomeImp,Other,0,0,0,108.21718977,0,7,36.337557557
518,0,7100,53273,54378,HomeImp,Other,5,0,0,84.837249966,0,17,22.861199646
520,0,7200,62329,78007,DebtCon,ProfExe,8,0,0,55.35880309,1,23,38.640277109
521,0,7200,57912,84806,HomeImp,Other,15,0,0,241.51424984,0,35,35.062675655
523,0,7200,79946,113807,DebtCon,Office,1,0,0,238.45882498,0,37,18.617288691
524,0,7200,36264,48240,DebtCon,Other,15,0,0,82.166666667,0,12,
525,1,7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
526,1,7200,43705,50000,DebtCon,Other,9,0,2,235.36666667,6,16,
527,0,7200,,38061,HomeImp,Other,,,,299.75272612,,12,31.880033183
528,1,7200,15637,39660,HomeImp,Self,6,0,1,354.23976343,3,42,33.624133446
529,0,7200,,74610,HomeImp,Office,1,0,0,40.182134821,0,3,37.941253769
530,0,7200,71667,117325,DebtCon,Office,0,0,1,241.05607809,1,38,18.510551331
531,1,7200,,76723,HomeImp,Other,10,0,0,70.193890188,0,11,41.250706258
532,0,7200,71509,86484,DebtCon,,4,,,,,,20.099049784
534,1,7300,58671,87975,HomeImp,Mgr,3,0,0,74.066666667,1,16,
535,1,7300,60890,75785,DebtCon,Other,6,0,1,45.966666667,0,13,
538,0,7300,131000,197500,DebtCon,ProfExe,1.5,0,0,68.033333333,2,23,
539,0,7300,55456,86766,HomeImp,ProfExe,6,0,0,240.05677145,2,23,31.724698502
540,0,7300,60973,79443,HomeImp,Other,14,0,0,239.62029765,1,36,36.727136357
543,0,7300,139348,205981,DebtCon,ProfExe,1,0,0,60.424760757,2,22,36.812290634
544,0,7400,32832,50798,DebtCon,Other,10,0,0,221.3384208,1,31,36.009421486
545,0,7400,75311,89905,DebtCon,ProfExe,0,,,,,,27.201999612
546,1,7400,2063,100448,HomeImp,Other,,0,0,96.133333333,0,14,
549,0,7400,88288,119677,HomeImp,ProfExe,5,0,0,194.37214004,1,27,26.646083641
551,0,7400,48924,86612,DebtCon,,4,0,0,207.76841442,4,30,29.937917829
552,0,7400,73985,114849,DebtCon,Office,0,0,0,238.58630343,1,38,18.421369855
553,0,7400,,54138,HomeImp,,1,0,0,,0,0,12.219679961
555,0,7400,56596,72861,HomeImp,Mgr,3,0,1,141.96214925,0,23,28.300245637
556,1,7400,71576,89068,DebtCon,Sales,0,0,0,94.782230694,0,17,42.803421995
557,0,7400,65032,83184,HomeImp,Other,15,0,0,230.42025592,1,35,35.415112916
558,0,7400,72739,91425,DebtCon,ProfExe,3.5,0,0,128.83333333,0,26,
559,0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.94708254,1,24,37.908750185
560,1,7500,,51610,HomeImp,ProfExe,4,0,3,158.26666667,2,18,
561,0,7500,45864,57799,DebtCon,,7,,0,65.57119786,,16,33.865745347
562,1,7500,57340,80000,DebtCon,ProfExe,4,0,5,86.233333333,3,14,
563,0,7500,47518,60252,DebtCon,Other,16,0,3,220.62498387,0,37,26.711536473
565,1,7500,32070,36811,DebtCon,Other,1,1,0,228.03600011,0,6,30.162214113
567,0,7500,,49804,,,,,,,,,12.391235037
569,0,7500,84479,104571,DebtCon,ProfExe,23,0,0,47.832851338,3,14,33.075010372
570,0,7500,88056,104794,DebtCon,ProfExe,25,0,0,56.750113136,2,14,30.538906969
571,0,7500,11358,36892,DebtCon,Other,5,0,0,286.9228238,0,11,23.06292573
572,1,7500,59000,72000,HomeImp,Office,5,0,3,295.86666667,0,19,
573,1,7500,,,HomeImp,Other,21,,,158.9,1,21,
574,1,7500,35945,49750,HomeImp,Other,3,0,0,122.06666667,0,23,
575,1,7500,18400,29375,DebtCon,Other,6,1,0,147.1,0,9,
576,1,7500,63500,86125,HomeImp,Other,5,0,0,136.1,0,8,
577,1,7500,33600,50125,DebtCon,Other,2,0,0,146.93333333,0,18,
579,1,7500,,40150,HomeImp,Other,5,0,0,,1,0,
580,1,7500,80440,72920,HomeImp,Mgr,8,0,1,201.5,0,24,
581,1,7500,60000,87830,HomeImp,Other,5,0,0,153.26666667,2,16,
582,1,7500,126000,151380,HomeImp,ProfExe,18,0,2,75.666666667,1,13,
583,0,7500,40936,50900,DebtCon,,10,1,0,115.6,1,26,
584,0,7500,,26850,HomeImp,Office,20,0,0,185.63333333,1,16,
585,0,7500,49100,85650,HomeImp,Other,18,0,0,178.33466667,0,29,
586,1,7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,
587,1,7500,39600,42000,DebtCon,Self,1,0,0,47.7,1,15,
588,1,7500,42077,91676,HomeImp,Office,5.5,1,4,344.9,1,30,
589,1,7500,42721,67000,DebtCon,Other,15,1,3,126.76666667,2,23,
590,1,7500,,,HomeImp,Other,20,,,157.32842275,0,20,
591,1,7500,12115,35910,HomeImp,Office,13,3,6,234.90075082,0,24,24.662276673
592,0,7500,67778,83368,DebtCon,ProfExe,15,0,0,227.29208976,0,17,24.091770363
593,0,7500,60192,76475,DebtCon,ProfExe,8,0,0,60.503625209,2,24,39.280512379
594,0,7500,57213,92458,HomeImp,Office,28,0,0,243.15711917,1,16,23.992353351
595,1,7500,50000,80000,HomeImp,Other,9,,5,299.56666667,2,18,
597,0,7600,77518,83727,DebtCon,,4,,,,,,22.655140286
598,0,7600,48829,62357,DebtCon,Office,3,0,1,92.941357816,2,12,35.672273609
600,0,7600,,28593,HomeImp,Office,20,0,0,180.16893732,0,16,35.583403169
601,0,7600,49926,58588,DebtCon,,5,,1,64.660106948,,16,35.051896774
602,0,7600,80900,99525,DebtCon,ProfExe,2,0,0,135.64019635,0,26,34.777089425
604,0,7700,14776,32287,,,,,,,,,34.880462318
606,0,7700,53377,86018,HomeImp,Other,16,0,0,187.19401123,0,28,24.217658483
609,0,7700,,67350,,,,,,,,,
610,0,7700,70451,81862,DebtCon,Sales,3,0,0,141.26867109,0,31,31.68194302
611,0,7700,20887,26958,DebtCon,Other,0,0,0,17.460749903,10,6,30.233504742
612,1,7700,14589,33100,DebtCon,Other,3,0,7,122.06666667,0,22,
613,0,7700,76056,83643,HomeImp,Other,22,0,0,353.19562851,0,47,28.544528867
615,0,7700,51045,91068,HomeImp,Other,20,0,0,179.24093557,0,28,27.23109397
616,0,7800,44000,57500,DebtCon,Other,11,0,0,95.366666667,0,23,
617,1,7800,,11702,HomeImp,Other,0,0,0,44.629591574,2,7,21.271785371
618,0,7800,58399,65945,DebtCon,Other,1,0,1,106.63134156,2,18,37.02476444
619,0,7800,42802,52422,HomeImp,Office,8,,,193.0814529,,18,26.495879292
620,0,7800,58364,66688,DebtCon,Other,3,0,2,114.51215796,3,18,37.929273869
621,0,7800,64503,85608,HomeImp,Other,12,0,0,235.4853772,0,35,34.423248847
622,0,7800,69662,80498,HomeImp,Other,4,0,0,100.42833098,0,14,42.807341953
623,0,7800,45391,61743,DebtCon,Other,12,0,0,105.08759384,0,22,36.70541274
625,0,7800,55000,62800,HomeImp,Other,6,0,0,123.03333333,0,34,
628,0,7800,,30320,DebtCon,Other,2,0,0,295.11342067,0,13,23.245673006
629,0,7800,109000,123500,DebtCon,Self,6,0,1,174.46666667,0,19,
630,0,7800,53243,95065,HomeImp,ProfExe,7,0,0,220.80244426,2,24,31.827626823
631,1,7900,67222,75189,HomeImp,Other,4,0,0,95.676872691,0,23,36.97971203
632,0,7900,44682,57285,DebtCon,,7,1,0,110.07185689,1,25,25.409016713
633,0,7900,44690,45841,DebtCon,Office,10,0,0,185.62159231,0,22,32.285724089
634,1,7900,126919,166566,HomeImp,Mgr,10,,,,,,
635,0,7900,40827,55757,DebtCon,Other,14,0,0,87.603462439,0,11,31.850563903
636,0,7900,,31602,HomeImp,Office,20,0,0,192.1211081,0,15,35.586051528
638,0,7900,,71519,HomeImp,Office,0,0,0,55.873860215,0,4,38.375091295
639,0,7900,77221,95316,DebtCon,ProfExe,4,0,0,116.30949336,0,25,35.429796579
641,0,7900,42400,53000,DebtCon,Other,2,0,1,95.366666667,0,20,
642,1,7900,55383,70020,DebtCon,Other,12,2,0,80.778941503,10,8,44.858977324
643,0,7900,,37125,HomeImp,Other,,,,285.11101511,,12,29.413549764
645,0,7900,,75462,,,,,,,,,23.345021675
646,0,7900,41935,53543,DebtCon,Office,8,0,0,203.54460997,1,22,31.491686795
647,0,8000,53000,65960,HomeImp,Other,7.5,0,0,132.56666667,0,17,
648,0,8000,49232,61221,DebtCon,Other,23,0,0,258.19457767,3,29,41.246612634
649,0,8000,45557,56235,DebtCon,,7,,1,84.691134882,,16,36.503160752
650,0,8000,61565,87624,DebtCon,ProfExe,14,0,0,203.9971364,0,17,23.562565007
651,0,8000,82547,105361,DebtCon,ProfExe,24,0,0,52.59326412,2,13,32.160922592
652,0,8000,70546,81272,DebtCon,Sales,4,0,0,119.06692204,0,31,33.361586301
653,0,8000,177683,251771,DebtCon,Sales,,0,0,138.51160087,0,22,39.735448824
654,0,8000,75690,96517,DebtCon,ProfExe,1,,,,,,27.336157387
655,1,8000,49685,81020,HomeImp,Other,2,0,3,129.3624659,0,15,47.000975215
656,1,8000,28000,41950,DebtCon,Office,2,0,0,103.4,1,20,
657,1,8000,47823,63000,DebtCon,Other,5,0,0,53.666666667,2,18,
658,1,8000,61000,90450,HomeImp,Other,4,2,1,139.86666667,0,9,
659,1,8000,58000,73750,DebtCon,Mgr,22,0,4,221.43333333,1,20,
660,1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,
661,1,8000,33689.3,48000,DebtCon,Other,3,0,0,103.73333333,0,13,
662,1,8000,47306,68350,HomeImp,Other,9,0,0,82.633333333,0,20,
663,0,8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,
664,0,8000,69341,86900,DebtCon,Office,15,0,1,89.266666667,0,9,
665,0,8000,70917,83500,DebtCon,Mgr,8,0,0,107.5,0,23,
666,0,8000,,34226,HomeImp,Other,,,1,75.366666667,1,10,
667,0,8000,78720,86800,DebtCon,Other,0.1,4,0,,0,4,
668,0,8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,
669,0,8000,79200,116500,HomeImp,Other,8,,,,,,
670,0,8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,
671,0,8000,41000,54000,DebtCon,Mgr,4,0,0,189.7,1,22,
672,0,8000,76600,96000,DebtCon,Mgr,2,0,0,73.033333333,2,24,
673,0,8000,65000,93600,DebtCon,Other,16,,,140.06666667,4,16,
675,1,8000,37871,,HomeImp,ProfExe,15,6,2,179.63333333,0,30,
676,1,8000,4500,,DebtCon,Other,1,3,2,102.43333333,6,15,
677,1,8000,63152,,DebtCon,Other,9,1,1,132.9,1,26,
678,1,8000,21944,31352,DebtCon,Other,0,1,1,33.433333333,9,3,
679,1,8000,86804,113000,DebtCon,Other,7,1,3,145.16666667,1,20,
681,1,8000,32100,36739,HomeImp,Other,4,0,0,79.458845053,2,8,31.276715679
682,0,8000,47154,65458,DebtCon,Office,2,0,0,99.993789825,3,12,38.873711304
683,1,8000,92487,113947,DebtCon,Other,8,0,3,151.81738872,0,19,26.457524449
684,0,8000,84282,121045,HomeImp,Office,28,0,0,330.17485564,1,37,35.362686394
685,0,8000,57361,71167,HomeImp,Mgr,2,0,1,130.76703495,0,22,29.381985445
686,0,8000,80817,89515,DebtCon,Other,0,3,0,,0,4,29.638901419
687,0,8000,,49000,HomeImp,Other,11,1,0,310.4,2,13,
688,0,8000,84730,123455,HomeImp,Other,9,,,,,,40.032649334
689,0,8000,58006,94930,HomeImp,ProfExe,4,0,0,223.20298954,2,24,30.913395837
690,0,8000,,68572,HomeImp,Office,1,0,0,53.935137714,0,4,37.703911499
691,0,8100,43553,88242,DebtCon,,2,0,0,207.94046872,4,30,31.329651718
693,0,8100,48781,50434,HomeImp,Other,5,0,0,75.635047684,0,18,24.545192137
694,0,8100,84822,123854,HomeImp,Office,31,0,0,340.7444307,2,38,36.205114552
695,0,8100,53863,74705,DebtCon,Other,0,0,0,66.294570391,8,21,26.046469422
696,0,8100,78977,91995,DebtCon,Mgr,19,0,0,296.74709479,1,23,38.820940293
697,0,8100,81322,97823,DebtCon,ProfExe,3,0,0,118.46850599,0,25,32.716777591
698,0,8100,46380,58745,HomeImp,Other,7,0,0,78.360087635,0,18,22.375341167
701,0,8100,66691,82768,DebtCon,,4,0,0,184.19341758,0,15,32.396509487
702,1,8100,19772,39431,DebtCon,Other,0,0,1,82.335287775,1,12,20.342467722
703,0,8100,13179,32981,,,,,,,,,31.742249284
704,0,8100,69047,82113,DebtCon,Sales,3,0,0,121.41114886,0,30,35.073918357
705,0,8100,26886,36527,HomeImp,ProfExe,12,0,0,188.41982641,0,13,24.865567185
707,1,8100,28523,39816,DebtCon,Other,5,0,0,130.64393328,0,16,37.393526416
708,0,8100,28187,32584,DebtCon,Other,0,1,0,27.048834712,10,7,29.287956831
709,0,8100,50373,65865,DebtCon,Office,5,0,0,99.598169948,2,11,38.910150834
710,0,8200,10909,37286,DebtCon,Other,3,0,0,268.25460165,0,12,22.232952814
711,0,8200,39175,55848,HomeImp,Office,10,,,161.66158225,,18,24.200111438
712,0,8200,,50061,HomeImp,Other,10,0,0,296.9016386,1,13,33.632136517
713,0,8200,101230,120087,HomeImp,Other,9,,,419.27296549,1,49,40.558271494
714,0,8200,62603,86782,DebtCon,ProfExe,15,0,0,219.56581251,0,18,24.63662135
715,0,8200,117314,132770,DebtCon,Self,4,0,1,176.33454149,0,19,34.55205243
717,0,8200,,49362,,,,,,,,,11.769692151
718,0,8200,171456,246758,DebtCon,Sales,,0,0,138.15481817,0,21,40.337860758
719,0,8200,72986,87621,DebtCon,Office,14,0,1,86.545727017,0,9,24.697430423
720,0,8200,172497,249071,DebtCon,Sales,,0,0,114.98197436,0,21,41.098025151
723,0,8200,68013,77008,DebtCon,ProfExe,8,0,0,49.146922298,1,23,40.792589704
724,1,8200,47700,60000,DebtCon,Other,0.1,0,0,,0,0,
725,0,8200,76268,89166,HomeImp,Other,23,0,0,341.8553472,1,46,29.869576644
726,0,8200,,38648,HomeImp,Other,,,,302.53018223,,10,30.445375631
727,0,8200,120837,176244,DebtCon,Other,8,0,0,196.72416054,0,20,34.745743152
730,0,8200,,49331,HomeImp,Other,9,0,0,305.88808215,2,12,33.718613864
732,1,8200,87979,94854,HomeImp,ProfExe,10,0,0,108.47902378,3,19,41.270682597
733,0,8200,80989,105080,DebtCon,Mgr,1,0,0,81.354795297,1,24,38.4757705
734,0,8200,135929,200275,DebtCon,ProfExe,0,0,0,69.617174882,1,23,37.805432649
735,0,8200,75870,97922,DebtCon,ProfExe,0,,,,,,27.276364919
736,0,8200,48515,59240,DebtCon,Other,17,0,4,214.14450966,0,36,27.459144234
737,0,8200,79751,125413,HomeImp,Other,7,,,,,,41.985557292
738,0,8200,,33540,HomeImp,Office,21,0,0,178.68792754,0,15,36.601698856
739,0,8200,13392,34254,DebtCon,Other,3,0,0,267.91864156,0,11,21.929990488
740,1,8300,82000,111000,DebtCon,Other,6,2,2,214.1,2,12,
741,0,8300,57503,72704,DebtCon,,18,0,0,156.59370755,0,11,33.337118756
742,0,8300,61213,65798,HomeImp,Other,6,0,0,86.296515758,2,20,41.426872232
743,0,8300,41481,50448,HomeImp,Mgr,20,0,1,230.84886345,1,18,35.88829101
744,0,8300,14601,66143,HomeImp,Office,24,0,0,320.23488221,1,12,40.015070568
747,0,8300,59761,75081,DebtCon,,17,0,0,147.94164245,1,11,31.959227235
748,1,8300,,47244,HomeImp,Other,6,,,,,,
750,0,8300,178745,251935,DebtCon,Sales,,0,0,130.7309108,0,22,42.358059882
751,0,8300,67715,86945,DebtCon,ProfExe,14,0,0,221.47492481,0,17,25.194297211
752,0,8300,44783,63424,HomeImp,Other,2,0,,97.900836205,,12,36.587869801
753,0,8300,45842,50006,DebtCon,Other,16,0,0,90.653070126,0,12,31.360821946
754,0,8300,101150,115215,HomeImp,Office,23,0,0,130.25632943,0,12,36.50599948
755,0,8300,67839,76502,DebtCon,ProfExe,9,0,0,58.560174005,3,24,38.974293529
756,0,8300,35343,51986,DebtCon,Other,10,0,0,242.81896695,1,31,37.966606016
757,0,8300,54039,89301,HomeImp,Other,18,0,0,173.19132242,0,28,26.266815752
759,1,8300,10000,63775,HomeImp,Other,0,0,0,200.86666667,0,14,
761,0,8400,39677,54707,DebtCon,Office,10,0,0,203.24296532,1,23,31.217709755
764,0,8400,82597,83858,HomeImp,Other,25,0,0,350.56813617,1,47,28.91075714
765,0,8400,82972,121796,HomeImp,Other,7,,,,,,41.445623568
766,0,8400,17479,66894,HomeImp,Office,23,0,0,326.34280468,1,13,40.588576066
767,0,8400,62989,76718,HomeImp,Mgr,3,0,2,131.47138261,0,22,29.200400339
768,0,8400,43589,49950,DebtCon,Office,9,0,0,202.70454037,0,23,33.592318942
769,0,8400,62583,77481,DebtCon,Office,6,0,0,98.672705089,2,15,26.308380329
770,0,8400,41656,51846,HomeImp,Office,10,,,190.01750256,,19,25.768965033
772,0,8400,80490,93028,DebtCon,ProfExe,0,,,,,,29.473761481
773,0,8400,60995,78444,HomeImp,Mgr,4,0,1,123.7385166,0,23,26.932707601
775,0,8400,43900,55000,DebtCon,Office,1,0,0,169.43333333,1,21,
777,0,8400,30146,39326,HomeImp,ProfExe,11,0,0,183.09274953,0,12,23.097201883
778,0,8400,84666,123613,HomeImp,Other,8,,,,,,39.658320047
779,0,8400,,39106,HomeImp,Other,,,1,80.075339194,0,10,35.683502202
781,0,8400,57103,78079,DebtCon,Other,0,0,0,56.30976479,8,21,23.521188257
782,0,8400,78089,90660,DebtCon,Mgr,9,0,0,118.63539467,0,22,27.09304112
783,0,8400,77916,93589,DebtCon,ProfExe,0,,,,,,27.873870625
784,1,8400,48032,95213,HomeImp,Office,5,1,4,326.67959049,0,30,38.191681736
785,0,8400,57694,70782,HomeImp,Other,4,0,0,125.71032467,0,34,37.622785545
786,0,8400,85136,125912,HomeImp,Other,9,,,,,,40.715178041
787,0,8400,102894,117799,HomeImp,Other,9,,,420.09816444,1,49,39.633190088
790,0,8500,83157,202962,HomeImp,Self,14,0,0,13.68276401,,8,21.297339233
791,0,8500,,42980,HomeImp,Other,,,1,76.010752573,0,9,37.659668201
793,0,8500,41210,45175,DebtCon,Office,9,0,0,209.49409472,1,22,29.96408198
794,0,8500,,32907,HomeImp,Office,18,0,0,169.94538773,1,15,35.312710478
795,1,8500,30077,42770,DebtCon,Office,0.25,0,0,89.266666667,0,10,
799,1,8500,18240,40200,HomeImp,Other,1,0,1,306.4,0,12,
800,0,8500,64665,72376,HomeImp,Other,4,0,0,70.934880772,3,20,40.309041225
801,0,8500,50031,57276,DebtCon,Office,0,0,0,171.21281473,0,21,35.158702571
802,0,8500,61607,81126,HomeImp,Other,16,0,0,222.21119026,1,35,34.729698093
803,0,8500,49266,64461,DebtCon,Other,22,0,0,264.40802314,3,29,37.976757922
804,0,8500,50569,60940,DebtCon,Mgr,6,0,0,189.94689772,0,22,29.202476735
805,0,8500,,27873,HomeImp,Office,21,0,0,190.06187015,0,15,38.375406098
806,0,8500,78346,82226,HomeImp,Other,22,0,0,320.34954262,1,47,30.199399523
807,0,8500,47777,78979,HomeImp,Other,18,0,0,202.95427654,1,16,34.828647504
808,0,8500,53459,62678,DebtCon,Mgr,13,0,0,116.86344909,0,18,30.05290208
809,0,8500,77954,82965,HomeImp,Other,25,0,0,350.7763043,1,46,28.584515556
810,1,8500,29383,45900,DebtCon,ProfExe,8,0,0,122.13333333,0,22,
812,0,8500,6424,32365,,,,,,,,,33.904464501
813,0,8500,58327,75044,HomeImp,Mgr,2,0,2,123.36535633,0,22,28.111813831
814,0,8500,79484,87893,DebtCon,Other,1,0,0,123.61880309,1,10,35.759083852
815,0,8500,73208,88588,DebtCon,Mgr,10,0,0,114.55258227,0,23,30.082488981
816,0,8600,38646,54073,DebtCon,Other,14,0,0,89.555852767,0,11,32.530256646
817,0,8600,,54905,HomeImp,Other,8,0,0,308.65011743,2,13,32.553976104
818,0,8600,,47791,,,,,,,,,14.392536075
819,0,8600,42380,60733,DebtCon,Mgr,3,0,0,199.29314197,0,22,28.434342078
820,1,8600,36933,42289,DebtCon,Mgr,4,0,0,100.61642113,2,26,38.436490085
821,0,8600,21000,79000,HomeImp,ProfExe,21,0,0,239.43333333,0,11,
825,0,8600,58846,72733,DebtCon,ProfExe,14,0,0,233.17160046,3,32,39.775087851
826,0,8600,41126,55500,DebtCon,Other,6,0,0,73.033333333,1,11,
827,0,8600,57727,70828,HomeImp,Other,5,0,0,87.845310974,3,19,41.75352499
828,0,8600,22960,80874,HomeImp,ProfExe,20,0,0,238.70268339,0,11,25.887319897
829,0,8600,75464,84263,HomeImp,Other,21,0,0,352.65827116,0,47,28.196714905
830,0,8600,,51703,,,,,,,,,12.10514386
831,0,8600,42226,50386,HomeImp,Mgr,21,1,0,223.32646239,0,17,34.927866116
832,0,8600,45960,57473,DebtCon,Mgr,4,0,0,189.76806013,0,22,26.754411554
833,0,8600,76703,100862,HomeImp,Other,0,0,1,174.55712019,0,31,34.386230664
836,0,8600,61468,72143,DebtCon,,19,0,0,163.29885985,0,11,31.925766549
838,0,8600,124810,176581,DebtCon,Other,8,0,0,213.30288482,1,19,32.876458514
841,0,8700,54283,58563,DebtCon,Office,3,0,1,91.446465165,3,11,38.590366936
842,0,8700,58007,73069,DebtCon,ProfExe,14,0,0,240.43728186,3,31,37.897480893
843,0,8700,54768,87268,HomeImp,Other,18,0,0,187.58057031,0,28,26.367134137
844,0,8700,87415,201689,HomeImp,Self,13,0,0,13.924759121,,7,20.253863892
845,0,8700,53073,83415,DebtCon,,2,0,0,211.26878022,3,29,30.201509456
846,1,8700,62600,77600,DebtCon,Other,0.5,1,0,351.03333333,3,13,
847,0,8700,60237,69891,DebtCon,Other,3,0,0,321.2748292,0,9,32.280313622
